Type d'établissement - Année scolaire;Libellé établissement;Adresse;Arrondissement;Code INSEE;Année scolaire;Type établissement;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
COLLEGES (année scolaire 2022/2023);MAURICE RAVEL;89 COURS DE VINCENNES;20ème Ardt;75120;2022-2023;Collège;;;;;"{""coordinates"": [2.4083375178390534, 48.84767113661859], ""type"": ""Point""}";48.84767113661859, 2.4083375178390534
4890;SIMONE WEIL (5) MAT;5 RUE SIMONE WEIL;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.364337027563661, 48.82351147961039], ""type"": ""Point""}";48.82351147961039, 2.364337027563661
4890;D'ARTAGNAN (12) MAT;12 RUE D'ARTAGNAN;12ème Ardt;75112;2022-2023;MAT;;;;;"{""coordinates"": [2.3867555122192794, 48.84540652764176], ""type"": ""Point""}";48.84540652764176, 2.3867555122192794
4892;REUILLY (57) ELEM A;57 RUE DE REUILLY (ECOLE B);12ème Ardt;75112;2022-2023;ELE;;;;;"{""coordinates"": [2.3885836839710275, 48.845764391837214], ""type"": ""Point""}";48.845764391837214, 2.3885836839710275
4892;LEPIC (62) ELEM;62 RUE LEPIC;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.333969772249816, 48.886944762308715], ""type"": ""Point""}";48.886944762308715, 2.333969772249816
4890;GODEFROY CAVAIGNAC (31) MAT;31 RUE GODEFROY CAVAIGNAC;11ème Ardt;75111;2022-2023;MAT;;;;;"{""coordinates"": [2.380704174603892, 48.855760916573004], ""type"": ""Point""}";48.855760916573004, 2.380704174603892
4892;PRIMO LEVI (21) POLY;21 RUE PRIMO LEVI;13ème Ardt;75113;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.378744900613383, 48.830541965283786], ""type"": ""Point""}";48.830541965283786, 2.378744900613383
4892;GROS (18) POLY;18 RUE GROS;16ème Ardt;75116;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.2761485510551496, 48.85138249712522], ""type"": ""Point""}";48.85138249712522, 2.2761485510551496
4892;TANGER (41) ELEM A;41 RUE DE TANGER;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.3702364147193737, 48.887768133734], ""type"": ""Point""}";48.887768133734, 2.3702364147193737
4890;STEPHEN PICHON (28) MAT;28 AVENUE STEPHEN PICHON;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.3585484855159082, 48.832380595064215], ""type"": ""Point""}";48.832380595064215, 2.3585484855159082
4890;JEANNE D'ARC (96) MAT;96 RUE JEANNE D'ARC;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.363384060953663, 48.833702957209915], ""type"": ""Point""}";48.833702957209915, 2.363384060953663
4890;PORTE D'IVRY (53) MAT;53 AVENUE DE LA PORTE D'IVRY;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.369492732784261, 48.821185452670576], ""type"": ""Point""}";48.821185452670576, 2.369492732784261
4890;PYRENEES (99) MAT;99 RUE DES PYRENEES;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.4052182623020486, 48.85515013612081], ""type"": ""Point""}";48.85515013612081, 2.4052182623020486
4892;HOUDON (15) ELEM;15 RUE HOUDON;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.338452334183276, 48.883228400416456], ""type"": ""Point""}";48.883228400416456, 2.338452334183276
4892;ALOUETTES (5) ELEM;5 RUE DES ALOUETTES;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.3852236415460415, 48.87709682178561], ""type"": ""Point""}";48.87709682178561, 2.3852236415460415
4890;GUSTAVE ROUANET (1) MAT;1 RUE GUSTAVE ROUANET;18ème Ardt;75118;2022-2023;MAT;;;;;"{""coordinates"": [2.341541508231377, 48.89630661579061], ""type"": ""Point""}";48.89630661579061, 2.341541508231377
4890;MAURICE RIPOCHE (55-61) MAT;55 RUE MAURICE RIPOCHE;14ème Ardt;75114;2022-2023;MAT;;;;;"{""coordinates"": [2.3230557242522005, 48.83323862802616], ""type"": ""Point""}";48.83323862802616, 2.3230557242522005
4892;CHEMINETS (16) ELEM;16 RUE DES CHEMINETS;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.398716274912107, 48.88764655890308], ""type"": ""Point""}";48.88764655890308, 2.398716274912107
4892;TANGER (41) ELEM B;41 RUE DE TANGER;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.3702364147193737, 48.887768133734], ""type"": ""Point""}";48.887768133734, 2.3702364147193737
COLLEGES (année scolaire 2022/2023);CLAUDE CHAPPE;9 RUE DES ALOUETTES;19ème Ardt;75119;2022-2023;Collège;;;;;"{""coordinates"": [2.385349731136482, 48.877493391773086], ""type"": ""Point""}";48.877493391773086, 2.385349731136482
4890;ROQUEPINE (16) MAT;16 RUE ROQUEPINE;8ème Ardt;75108;2022-2023;MAT;;;;;"{""coordinates"": [2.318497869053551, 48.87335071943499], ""type"": ""Point""}";48.87335071943499, 2.318497869053551
4890;PREVOYANCE (29) MAT;29 RUE DE LA PREVOYANCE;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.3945556084295427, 48.883707272072826], ""type"": ""Point""}";48.883707272072826, 2.3945556084295427
4890;SEPTIEME ART (2-4) MAT;2 COURS DU 7EME ART;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.3879161933665136, 48.87812713450952], ""type"": ""Point""}";48.87812713450952, 2.3879161933665136
4892;FROMENT (13) ELEM;13 RUE FROMENT;11ème Ardt;75111;2022-2023;ELE;;;;;"{""coordinates"": [2.3724940822965785, 48.857415457084], ""type"": ""Point""}";48.857415457084, 2.3724940822965785
4890;ARISTIDE MAILLOL (15) MAT;15 RUE ARISTIDE MAILLOL;15ème Ardt;75115;2022-2023;MAT;;;;;"{""coordinates"": [2.312413082838331, 48.837855797585014], ""type"": ""Point""}";48.837855797585014, 2.312413082838331
4892;PARMENTIER (159) ELEM;159 AVENUE PARMENTIER;10ème Ardt;75110;2022-2023;ELE;;;;;"{""coordinates"": [2.3696028414804537, 48.87169627827069], ""type"": ""Point""}";48.87169627827069, 2.3696028414804537
COLLEGES (année scolaire 2022/2023);MOULIN DES PRES;18 RUE DU MOULIN DES PRES;13ème Ardt;75113;2022-2023;Collège;;;;;"{""coordinates"": [2.3527133607661415, 48.82878642051567], ""type"": ""Point""}";48.82878642051567, 2.3527133607661415
COLLEGES (année scolaire 2022/2023);CHARLEMAGNE;13 RUE CHARLEMAGNE;4ème Ardt;75104;2022-2023;Collège;;;;;"{""coordinates"": [2.3603556466085682, 48.85415628971142], ""type"": ""Point""}";48.85415628971142, 2.3603556466085682
COLLEGES (année scolaire 2022/2023);PIERRE ALVISET;88 RUE MONGE;5ème Ardt;75105;2022-2023;Collège;;;;;"{""coordinates"": [2.3517836000159376, 48.84129470031784], ""type"": ""Point""}";48.84129470031784, 2.3517836000159376
4892;FLORENCE (4) ELEM;4 RUE DE FLORENCE;8ème Ardt;75108;2022-2023;ELE;;;;;"{""coordinates"": [2.325599930184956, 48.88229243303906], ""type"": ""Point""}";48.88229243303906, 2.325599930184956
4892;CONVENTION (78) POLY;78 RUE DE LA CONVENTION;15ème Ardt;75115;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.2847863656369185, 48.84239912308548], ""type"": ""Point""}";48.84239912308548, 2.2847863656369185
4892;MOUSSY (9) ELEM;9 RUE DE MOUSSY;4ème Ardt;75104;2022-2023;ELE;;;;;"{""coordinates"": [2.355614517489312, 48.85773889422884], ""type"": ""Point""}";48.85773889422884, 2.355614517489312
4890;ECLUSES ST MARTIN (28) MAT;28 RUE DES ECLUSES ST MARTIN;10ème Ardt;75110;2022-2023;MAT;;;;;"{""coordinates"": [2.366224200007562, 48.87726879165703], ""type"": ""Point""}";48.87726879165703, 2.366224200007562
4890;EMELIE (8) MAT;8 PASSAGE EMELIE;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.3785437172629473, 48.88975048936246], ""type"": ""Point""}";48.88975048936246, 2.3785437172629473
4890;BIDASSOA (21) MAT;21 RUE DE LA BIDASSOA;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.393684942281869, 48.86611785371117], ""type"": ""Point""}";48.86611785371117, 2.393684942281869
4892;WATTIGNIES (52) ELEM;52 RUE DE WATTIGNIES;12ème Ardt;75112;2022-2023;ELE;;;;;"{""coordinates"": [2.397131782225847, 48.83551942987147], ""type"": ""Point""}";48.83551942987147, 2.397131782225847
4892;REUILLY (27) ELEM;27 RUE DE REUILLY;12ème Ardt;75112;2022-2023;ELE;;;;;"{""coordinates"": [2.3864250336308817, 48.84795893066709], ""type"": ""Point""}";48.84795893066709, 2.3864250336308817
4892;REUILLY (57) ELEM B;57 RUE DE REUILLY (ECOLE B);12ème Ardt;75112;2022-2023;ELE;;;;;"{""coordinates"": [2.3885836839710275, 48.845764391837214], ""type"": ""Point""}";48.845764391837214, 2.3885836839710275
4890;PALESTINE (1) MAT;1 RUE DE PALESTINE;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.389457135430761, 48.876395766374], ""type"": ""Point""}";48.876395766374, 2.389457135430761
4890;MARSOULAN (16) MAT;16 RUE MARSOULAN;12ème Ardt;75112;2022-2023;MAT;;;;;"{""coordinates"": [2.4033410170217393, 48.84634860501086], ""type"": ""Point""}";48.84634860501086, 2.4033410170217393
4892;REPUBLIQUE (100) ELEM;100 AVENUE DE LA REPUBLIQUE;11ème Ardt;75111;2022-2023;ELE;;;;;"{""coordinates"": [2.3827617701459625, 48.863557047700674], ""type"": ""Point""}";48.863557047700674, 2.3827617701459625
4892;CHERBOURG (15) ELEM;15 RUE DE CHERBOURG;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.3040995473322767, 48.83106253163441], ""type"": ""Point""}";48.83106253163441, 2.3040995473322767
4892;MONTEMPOIVRE (16) POLY;16 RUE DE MONTEMPOIVRE;12ème Ardt;75112;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.407014351230721, 48.840138661603454], ""type"": ""Point""}";48.840138661603454, 2.407014351230721
4892;BAUCHES (10) ELEM;10 RUE DES BAUCHES;16ème Ardt;75116;2022-2023;ELE;;;;;"{""coordinates"": [2.2740406982019294, 48.85595162146971], ""type"": ""Point""}";48.85595162146971, 2.2740406982019294
4890;ALPHONSE BAUDIN (19) MAT;19 RUE ALPHONSE BAUDIN;11ème Ardt;75111;2022-2023;MAT;;;;;"{""coordinates"": [2.370051068149594, 48.861242479915724], ""type"": ""Point""}";48.861242479915724, 2.370051068149594
4892;FONDARY (12) ELEM;12 RUE FONDARY;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.2922481732760325, 48.848405604867764], ""type"": ""Point""}";48.848405604867764, 2.2922481732760325
4892;SAUSSURE (101) ELEM;101 RUE DE SAUSSURE;17ème Ardt;75117;2022-2023;ELE;;;;;"{""coordinates"": [2.311717565640409, 48.8874299696971], ""type"": ""Point""}";48.8874299696971, 2.311717565640409
4892;BRECHE AUX LOUPS (18) ELEM;18 RUE DE LA BRECHE AUX LOUPS;12ème Ardt;75112;2022-2023;ELE;;;;;"{""coordinates"": [2.394091328021627, 48.83746315942699], ""type"": ""Point""}";48.83746315942699, 2.394091328021627
COLLEGES (année scolaire 2022/2023);GEORGES BRAQUE;91 RUE BRILLAT-SAVARIN;13ème Ardt;75113;2022-2023;Collège;;;;;"{""coordinates"": [2.3428861827644454, 48.82458829124478], ""type"": ""Point""}";48.82458829124478, 2.3428861827644454
4890;SEXTIUS MICHEL (22) MAT;22 RUE SEXTIUS MICHEL;15ème Ardt;75115;2022-2023;MAT;;;;;"{""coordinates"": [2.2884111928041673, 48.850117135338394], ""type"": ""Point""}";48.850117135338394, 2.2884111928041673
4890;SEVERO (10) MAT;10 RUE SEVERO;14ème Ardt;75114;2022-2023;MAT;;;;;"{""coordinates"": [2.3237187336562335, 48.83239267710277], ""type"": ""Point""}";48.83239267710277, 2.3237187336562335
4890;GEORGES THILL (11) MAT;11 RUE GEORGES THILL;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.3888848009898425, 48.886701688305166], ""type"": ""Point""}";48.886701688305166, 2.3888848009898425
4890;FONTARABIE (12) MAT;12 RUE DE FONTARABIE;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.4005116407946545, 48.85752136244199], ""type"": ""Point""}";48.85752136244199, 2.4005116407946545
4890;DURANTI (10 B) MAT;10 bis RUE DURANTI;11ème Ardt;75111;2022-2023;MAT;;;;;"{""coordinates"": [2.383913549304241, 48.860585425834756], ""type"": ""Point""}";48.860585425834756, 2.383913549304241
4892;ARBALETE (41) ELEM;41 RUE DE L'ARBALETE;5ème Ardt;75105;2022-2023;ELE;;;;;"{""coordinates"": [2.3464852491451595, 48.8394017671965], ""type"": ""Point""}";48.8394017671965, 2.3464852491451595
4892;CHOMEL (8) POLY;8 RUE CHOMEL;7ème Ardt;75107;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3255494745445104, 48.85217391881051], ""type"": ""Point""}";48.85217391881051, 2.3255494745445104
4892;PICPUS (56) ELEM B;56 RUE DE PICPUS (ECOLE B);12ème Ardt;75112;2022-2023;ELE;;;;;"{""coordinates"": [2.396622583993179, 48.84359141551742], ""type"": ""Point""}";48.84359141551742, 2.396622583993179
4892;HOPITAL ST LOUIS(5) ELEM;5 RUE DE L HOPITAL ST LOUIS;10ème Ardt;75110;2022-2023;ELE;;;;;"{""coordinates"": [2.365421164172451, 48.87488150537698], ""type"": ""Point""}";48.87488150537698, 2.365421164172451
COLLEGES (année scolaire 2022/2023);GUY FLAVIEN;6 RUE D' ARTAGNAN;12ème Ardt;75112;2022-2023;Collège;;;;;"{""coordinates"": [2.386137299021649, 48.845408021178045], ""type"": ""Point""}";48.845408021178045, 2.386137299021649
4890;BOY  ZELENSKI (5) MAT;5 RUE BOY ZELENSKI;10ème Ardt;75110;2022-2023;MAT;;;;;"{""coordinates"": [2.36788662396696, 48.87683463546491], ""type"": ""Point""}";48.87683463546491, 2.36788662396696
4892;TLEMCEN (9) ELEM;9 RUE DE TLEMCEN;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.3870939730686542, 48.8645887365069], ""type"": ""Point""}";48.8645887365069, 2.3870939730686542
4892;CAPITAINE LAGACHE (19) ELEM;19 RUE DU CAPITAINE LAGACHE;17ème Ardt;75117;2022-2023;ELE;;;;;"{""coordinates"": [2.325594516536988, 48.892040018011365], ""type"": ""Point""}";48.892040018011365, 2.325594516536988
4892;JACQUES KELLNER (5) ELEM;5 RUE JACQUES KELLNER;17ème Ardt;75117;2022-2023;ELE;;;;;"{""coordinates"": [2.324738339747166, 48.89663856496533], ""type"": ""Point""}";48.89663856496533, 2.324738339747166
4892;GERTY ARCHIMEDE (5) ELEM;5 RUE GERTY ARCHIMEDE;12ème Ardt;75112;2022-2023;ELE;;;;;"{""coordinates"": [2.3870772710662354, 48.835589428004425], ""type"": ""Point""}";48.835589428004425, 2.3870772710662354
COLLEGES (année scolaire 2022/2023);YVONNE LE TAC;7 RUE YVONNE LE TAC;18ème Ardt;75118;2022-2023;Collège;;;;;"{""coordinates"": [2.3406539688870316, 48.88402411921948], ""type"": ""Point""}";48.88402411921948, 2.3406539688870316
COLLEGES (année scolaire 2022/2023);JANSON DE SAILLY;106 RUE DE LA POMPE;16ème Ardt;75116;2022-2023;Collège;;;;;"{""coordinates"": [2.2794523152558988, 48.865560914141476], ""type"": ""Point""}";48.865560914141476, 2.2794523152558988
4892;PIAT (36) POLY;36 RUE PIAT;20ème Ardt;75120;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3848223857345108, 48.87222675535386], ""type"": ""Point""}";48.87222675535386, 2.3848223857345108
COLLEGES (année scolaire 2022/2023);LUCIE FAURE;40 RUE DES PYRENEES;20ème Ardt;75120;2022-2023;Collège;;;;;"{""coordinates"": [2.406501323731271, 48.85090897148368], ""type"": ""Point""}";48.85090897148368, 2.406501323731271
4890;SIMON BOLIVAR (65) MAT;65 AVENUE SIMON BOLIVAR;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.3777068568227797, 48.87636369873715], ""type"": ""Point""}";48.87636369873715, 2.3777068568227797
4890;AMIRAUX (19) MAT;19 RUE DES AMIRAUX;18ème Ardt;75118;2022-2023;MAT;;;;;"{""coordinates"": [2.350400755443511, 48.89461849697415], ""type"": ""Point""}";48.89461849697415, 2.350400755443511
4890;JEAN DOLENT (11) MAT;11 RUE JEAN DOLENT;14ème Ardt;75114;2022-2023;MAT;;;;;"{""coordinates"": [2.3399737460881616, 48.83328658416705], ""type"": ""Point""}";48.83328658416705, 2.3399737460881616
4890;MOUFFETARD (29) MAT;29 RUE MOUFFETARD;5ème Ardt;75105;2022-2023;MAT;;;;;"{""coordinates"": [2.3494204485428423, 48.843986620495215], ""type"": ""Point""}";48.843986620495215, 2.3494204485428423
4890;BESLAY (2) MAT;2 PASSAGE BESLAY;11ème Ardt;75111;2022-2023;MAT;;;;;"{""coordinates"": [2.373467183874624, 48.863000845893396], ""type"": ""Point""}";48.863000845893396, 2.373467183874624
4890;ROCHECHOUART (22) MAT;22 RUE DE ROCHECHOUART;9ème Ardt;75109;2022-2023;MAT;;;;;"{""coordinates"": [2.3449525194534546, 48.8777638014423], ""type"": ""Point""}";48.8777638014423, 2.3449525194534546
4892;ROLLIN (10) ELEM;10 RUE ROLLIN;5ème Ardt;75105;2022-2023;ELE;;;;;"{""coordinates"": [2.3508535762464757, 48.844748853550115], ""type"": ""Point""}";48.844748853550115, 2.3508535762464757
COLLEGES (année scolaire 2022/2023);MOZART;7 RUE JOMARD;19ème Ardt;75119;2022-2023;Collège;;;;;"{""coordinates"": [2.379308212552385, 48.88957595365006], ""type"": ""Point""}";48.88957595365006, 2.379308212552385
COLLEGES (année scolaire 2022/2023);LAVOISIER;17 RUE HENRI BARBUSSE;5ème Ardt;75105;2022-2023;Collège;;;;;"{""coordinates"": [2.3392948014490216, 48.842354560857245], ""type"": ""Point""}";48.842354560857245, 2.3392948014490216
4892;CLOS (18) ELEM;18 RUE DU CLOS;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.407068203473641, 48.857226830493836], ""type"": ""Point""}";48.857226830493836, 2.407068203473641
4892;OLIVIER METRA (32-34) POLY;32 RUE OLIVIER METRA;20ème Ardt;75120;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3938520000480055, 48.873298373241624], ""type"": ""Point""}";48.873298373241624, 2.3938520000480055
COLLEGES (année scolaire 2022/2023);VICTOR HUGO;11 RUE BARBETTE;3ème Ardt;75103;2022-2023;Collège;;;;;"{""coordinates"": [2.360617651550141, 48.858841087259535], ""type"": ""Point""}";48.858841087259535, 2.360617651550141
4890;ST ANGE (14) MAT;14 PASSAGE SAINT ANGE;17ème Ardt;75117;2022-2023;MAT;;;;;"{""coordinates"": [2.3274317101488444, 48.89657309007504], ""type"": ""Point""}";48.89657309007504, 2.3274317101488444
4890;DUNOIS (71) MAT;71 RUE DUNOIS;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.366141302750901, 48.83304418350052], ""type"": ""Point""}";48.83304418350052, 2.366141302750901
4890;LOUIS VIERNE (6) MAT;6 RUE LOUIS VIERNE;17ème Ardt;75117;2022-2023;MAT;;;;;"{""coordinates"": [2.290018854657438, 48.888124404729375], ""type"": ""Point""}";48.888124404729375, 2.290018854657438
4890;LONGUES RAIES (29) MAT;29 RUE DES LONGUES RAIES;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.34765643185286, 48.82117989869816], ""type"": ""Point""}";48.82117989869816, 2.34765643185286
4890;TOMBE ISSOIRE (77) MAT;77 RUE DE LA TOMBE ISSOIRE;14ème Ardt;75114;2022-2023;MAT;;;;;"{""coordinates"": [2.332824268437374, 48.82812131962506], ""type"": ""Point""}";48.82812131962506, 2.332824268437374
4892;PIERRE GOURDAULT (11) ELEM;11 RUE PIERRE GOURDAULT;13ème Ardt;75113;2022-2023;ELE;;;;;"{""coordinates"": [2.3708054996786063, 48.831268625458605], ""type"": ""Point""}";48.831268625458605, 2.3708054996786063
4892;PHILIPPE DE GIRARD (58) ELEM;58 RUE PHILIPPE DE GIRARD;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.361158272620496, 48.886364926211776], ""type"": ""Point""}";48.886364926211776, 2.361158272620496
4892;CHABROL (41) ELEM;41 RUE DE CHABROL;10ème Ardt;75110;2022-2023;ELE;;;;;"{""coordinates"": [2.353018658033968, 48.87681430565876], ""type"": ""Point""}";48.87681430565876, 2.353018658033968
COLLEGES (année scolaire 2022/2023);AUGUSTE RODIN;19 RUE CORVISART;13ème Ardt;75113;2022-2023;Collège;;;;;"{""coordinates"": [2.347148574677879, 48.83256966693821], ""type"": ""Point""}";48.83256966693821, 2.347148574677879
4892;DOUDEAUVILLE (7) ELEM;7 RUE DOUDEAUVILLE;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.3587359522961213, 48.888872046029746], ""type"": ""Point""}";48.888872046029746, 2.3587359522961213
4892;GUTENBERG (50) ELEM;50 RUE GUTENBERG;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.2798377959842973, 48.842730877018894], ""type"": ""Point""}";48.842730877018894, 2.2798377959842973
4890;WURTZ (16) MAT;16 RUE WURTZ;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.344618527667761, 48.82693192147904], ""type"": ""Point""}";48.82693192147904, 2.344618527667761
4890;ARNOLD NETTER (42) MAT;;12ème Ardt;75112;2022-2023;MAT;;;;;"{""coordinates"": [2.4056226019026874, 48.843690261386676], ""type"": ""Point""}";48.843690261386676, 2.4056226019026874
4892;FRANC NOHAIN (9) POLY;9 RUE FRANC NOHAIN;13ème Ardt;75113;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3751822013075987, 48.821401135417254], ""type"": ""Point""}";48.821401135417254, 2.3751822013075987
4892;PLAINE (11) ELEM A;11 RUE DE LA PLAINE;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.4005097395061084, 48.85004071996684], ""type"": ""Point""}";48.85004071996684, 2.4005097395061084
4892;ANTOINE CHANTIN (20) ELEM;20 RUE ANTOINE CHANTIN;14ème Ardt;75114;2022-2023;ELE;;;;;"{""coordinates"": [2.3226565449649197, 48.82725292984934], ""type"": ""Point""}";48.82725292984934, 2.3226565449649197
4892;EMERIAU (10) ELEM;10 RUE EMERIAU;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.2881262031443153, 48.851594038090354], ""type"": ""Point""}";48.851594038090354, 2.2881262031443153
COLLEGES (année scolaire 2022/2023);BERNARD PALISSY;21 RUE DES PETITS HOTELS;10ème Ardt;75110;2022-2023;Collège;;;;;"{""coordinates"": [2.35285899572182, 48.87746346177602], ""type"": ""Point""}";48.87746346177602, 2.35285899572182
4890;AUGUSTE PERRET (11) MAT;11 RUE AUGUSTE PERRET;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.3594097043633173, 48.82474059706989], ""type"": ""Point""}";48.82474059706989, 2.3594097043633173
4890;FELIX FAURE (56) MAT;56 AVENUE FELIX FAURE;15ème Ardt;75115;2022-2023;MAT;;;;;"{""coordinates"": [2.2866154944624646, 48.84069866655919], ""type"": ""Point""}";48.84069866655919, 2.2866154944624646
4892;PYRENEES (97) ELEM;97 RUE DES PYRENEES;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.405256423917241, 48.85502457451934], ""type"": ""Point""}";48.85502457451934, 2.405256423917241
4892;DOMBASLE (28) POLY;28 RUE DOMBASLE;15ème Ardt;75115;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.2982071009745404, 48.835881038952365], ""type"": ""Point""}";48.835881038952365, 2.2982071009745404
4892;BERANGER (3) ELEM;3 RUE BERANGER;3ème Ardt;75103;2022-2023;ELE;;;;;"{""coordinates"": [2.3643829890695662, 48.864815899074266], ""type"": ""Point""}";48.864815899074266, 2.3643829890695662
4890;AMANDIERS (90) MAT;90 RUE DES AMANDIERS;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.3894199327196737, 48.86696740597216], ""type"": ""Point""}";48.86696740597216, 2.3894199327196737
4892;L.M.NORDMANN (140) ELEM;140 RUE LEON MAURICE NORDMANN;13ème Ardt;75113;2022-2023;ELE;;;;;"{""coordinates"": [2.3431821295641404, 48.83377350532776], ""type"": ""Point""}";48.83377350532776, 2.3431821295641404
4892;CAVE (11) ELEM;11 RUE CAVE;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.355167024686983, 48.886707348741396], ""type"": ""Point""}";48.886707348741396, 2.355167024686983
4892;GAMBETTA (103) ELEM;103 AVENUE GAMBETTA;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.3999711395936014, 48.86682852043191], ""type"": ""Point""}";48.86682852043191, 2.3999711395936014
COLLEGES (année scolaire 2022/2023);ALAIN FOURNIER;87 RUE LEON FROT;11ème Ardt;75111;2022-2023;Collège;;;;;"{""coordinates"": [2.3838537411265492, 48.85822327881152], ""type"": ""Point""}";48.85822327881152, 2.3838537411265492
COLLEGES (année scolaire 2022/2023);MONTGOLFIER;15 RUE MONTGOLFIER;3ème Ardt;75103;2022-2023;Collège;;;;;"{""coordinates"": [2.3573979777840735, 48.86669135689307], ""type"": ""Point""}";48.86669135689307, 2.3573979777840735
4892;TURENNE (54) ELEM;54 RUE DE TURENNE;3ème Ardt;75103;2022-2023;ELE;;;;;"{""coordinates"": [2.364618639218445, 48.85856653813548], ""type"": ""Point""}";48.85856653813548, 2.364618639218445
4892;LESSEPS (11) ELEM A;11 RUE DE LESSEPS;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.399715638303088, 48.85905211145858], ""type"": ""Point""}";48.85905211145858, 2.399715638303088
4892;MICHEL BIZOT (83) ELEM;83 AVENUE DU GAL MICHEL BIZOT;12ème Ardt;75112;2022-2023;ELE;;;;;"{""coordinates"": [2.4035314271191126, 48.837253839976825], ""type"": ""Point""}";48.837253839976825, 2.4035314271191126
4890;VAUVENARGUES (4) MAT;4 RUE VAUVENARGUES;18ème Ardt;75118;2022-2023;MAT;;;;;"{""coordinates"": [2.3345890385044714, 48.892204778299806], ""type"": ""Point""}";48.892204778299806, 2.3345890385044714
4890;PARMENTIER (155) MAT;155 AVENUE PARMENTIER;10ème Ardt;75110;2022-2023;MAT;;;;;"{""coordinates"": [2.3697138742502086, 48.871546803145414], ""type"": ""Point""}";48.871546803145414, 2.3697138742502086
4890;OLIVIER METRA (31-33) MAT;32 RUE OLIVIER METRA;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.393799457257276, 48.87306925545656], ""type"": ""Point""}";48.87306925545656, 2.393799457257276
4892;PLANCHAT (54) ELEM;54 RUE PLANCHAT;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.396473857834625, 48.85596385977355], ""type"": ""Point""}";48.85596385977355, 2.396473857834625
COLLEGES (année scolaire 2022/2023);EDGAR VARESE;16 RUE ADOLPHE MILLE;19ème Ardt;75119;2022-2023;Collège;;;;;"{""coordinates"": [2.388586748411057, 48.88915990325219], ""type"": ""Point""}";48.88915990325219, 2.388586748411057
